queryid_pep	go_id	go_term	go_domain
evm.model.HIC_ASM_4.498_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.6583_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_11.4918_Akon	GO:0009733	response to auxin	BP
evm.model.HIC_ASM_11.4918_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.3174_Akon	GO:0042162	telomeric DNA binding	MF
evm.model.HIC_ASM_4.3174_Akon	GO:0000723	telomere maintenance	BP
evm.model.HIC_ASM_4.3174_Akon	GO:0003684	damaged DNA binding	MF
evm.model.HIC_ASM_4.3174_Akon	GO:0006310	DNA recombination	BP
evm.model.HIC_ASM_4.3174_Akon	GO:0004386	helicase activity	MF
evm.model.HIC_ASM_4.3174_Akon	GO:0006303	double-strand break repair via nonhomologous end joining	BP
evm.model.HIC_ASM_4.3174_Akon	GO:0043564	Ku70:Ku80 complex	CC
evm.model.HIC_ASM_4.3174_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_5.771_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_5.771_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_5.771_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_5.853_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_5.853_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_5.853_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_2.3066_Akon	GO:0006511	ubiquitin-dependent protein catabolic process	BP
evm.model.HIC_ASM_2.3066_Akon	GO:0019773	proteasome core complex, alpha-subunit complex	CC
evm.model.HIC_ASM_2.3066_Akon	GO:0004298	threonine-type endopeptidase activity	MF
evm.model.HIC_ASM_2.3066_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_2.3066_Akon	GO:0005634	nucleus	CC
evm.model.CTG_7005.11_Akon	GO:0005525	GTP binding	MF
evm.model.CTG_15028.17_Akon	GO:0004722	protein serine/threonine phosphatase activity	MF
evm.model.HIC_ASM_2.7442_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_6.8816.1_Akon	GO:0051082	unfolded protein binding	MF
evm.model.HIC_ASM_6.8816.1_Akon	GO:0016272	prefoldin complex	CC
evm.model.HIC_ASM_6.8816.1_Akon	GO:0006457	protein folding	BP
evm.model.CTG_15289.9.1_Akon	GO:0051082	unfolded protein binding	MF
evm.model.CTG_15289.9.1_Akon	GO:0016272	prefoldin complex	CC
evm.model.CTG_15289.9.1_Akon	GO:0006457	protein folding	BP
evm.model.HIC_ASM_4.1224_Akon	GO:0031519	PcG protein complex	CC
evm.model.CTG_12188.9_Akon	GO:0043169	cation binding	MF
evm.model.CTG_12188.9_Akon	GO:0003844	1,4-alpha-glucan branching enzyme activity	MF
evm.model.CTG_12188.9_Akon	GO:0005978	glycogen biosynthetic process	BP
evm.model.HIC_ASM_12.975_Akon	GO:0016787	hydrolase activity	MF
evm.model.HIC_ASM_1.1176_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_1.1176_Akon	GO:0046983	protein dimerization activity	MF
evm.model.HIC_ASM_1.1176_Akon	GO:0045944	positive regulation of transcription by RNA polymerase II	BP
evm.model.HIC_ASM_1.1176_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.1176_Akon	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	MF
evm.model.HIC_ASM_10.2018_Akon	GO:0003824	catalytic activity	MF
evm.model.HIC_ASM_10.2018_Akon	GO:0005992	trehalose biosynthetic process	BP
evm.model.HIC_ASM_3.9118_Akon	GO:0003824	catalytic activity	MF
evm.model.HIC_ASM_3.9118_Akon	GO:0005992	trehalose biosynthetic process	BP
evm.model.CTG_12090.3_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_12090.3_Akon	GO:0046873	metal ion transmembrane transporter activity	MF
evm.model.HIC_ASM_10.784_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.784_Akon	GO:0016757	transferase activity, transferring glycosyl groups	MF
evm.model.HIC_ASM_10.784_Akon	GO:0006486	protein glycosylation	BP
evm.model.HIC_ASM_10.784_Akon	GO:0000139	Golgi membrane	CC
evm.model.HIC_ASM_5.1295_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_5.1295_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_2.7530_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_2.7530_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_2.7530_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_2.7530_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_0.1297_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.2031_Akon	GO:0046854	phosphatidylinositol phosphorylation	BP
evm.model.HIC_ASM_3.2031_Akon	GO:0046855	inositol phosphate dephosphorylation	BP
evm.model.HIC_ASM_10.2603_Akon	GO:0097602	cullin family protein binding	MF
evm.model.HIC_ASM_10.2603_Akon	GO:0006511	ubiquitin-dependent protein catabolic process	BP
evm.model.HIC_ASM_10.2603_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_10.2603_Akon	GO:0016567	protein ubiquitination	BP
evm.model.HIC_ASM_8.1012_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_1.1647_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_1.1647_Akon	GO:0016887	ATPase activity	MF
evm.model.CTG_1897_2.13.2_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_1897_2.13.2_Akon	GO:0005856	cytoskeleton	CC
evm.model.HIC_ASM_4.193_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_4.193_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.193_Akon	GO:0006865	amino acid transport	BP
evm.model.HIC_ASM_4.193_Akon	GO:0015293	symporter activity	MF
evm.model.CTG_2833.7_Akon	GO:0005730	nucleolus	CC
evm.model.HIC_ASM_4.135_Akon	GO:0005730	nucleolus	CC
evm.model.HIC_ASM_8.3880_Akon	GO:0016787	hydrolase activity	MF
evm.model.HIC_ASM_7.647_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_7.647_Akon	GO:0047216	inositol 3-alpha-galactosyltransferase activity	MF
evm.model.HIC_ASM_7.647_Akon	GO:0006012	galactose metabolic process	BP
evm.model.HIC_ASM_8.7369_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_8.7369_Akon	GO:0005794	Golgi apparatus	CC
evm.model.HIC_ASM_8.7369_Akon	GO:0005457	GDP-fucose transmembrane transporter activity	MF
evm.model.CTG_3775.2_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.CTG_3775.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.9518_Akon	GO:0005093	Rab GDP-dissociation inhibitor activity	MF
evm.model.HIC_ASM_6.9518_Akon	GO:0007264	small GTPase mediated signal transduction	BP
evm.model.HIC_ASM_6.9518_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_8.1261_Akon	GO:0008970	phospholipase A1 activity	MF
evm.model.HIC_ASM_3.8671_Akon	GO:0006334	nucleosome assembly	BP
evm.model.HIC_ASM_3.8671_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_3.8671_Akon	GO:0000786	nucleosome	CC
evm.model.HIC_ASM_3.8671_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_3.8671_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_6.719_Akon	GO:0035494	SNARE complex disassembly	BP
evm.model.HIC_ASM_6.719_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_6.719_Akon	GO:0046872	metal ion binding	MF
evm.model.HIC_ASM_6.719_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_6.719_Akon	GO:0016887	ATPase activity	MF
evm.model.HIC_ASM_6.719_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_9.1469_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_4.2870_Akon	GO:0016020	membrane	CC
evm.model.HIC_ASM_4.2870_Akon	GO:0016757	transferase activity, transferring glycosyl groups	MF
evm.model.HIC_ASM_8.2964_Akon	GO:0009269	response to desiccation	BP
evm.model.HIC_ASM_8.3738_Akon	GO:0009269	response to desiccation	BP
evm.model.HIC_ASM_2.91_Akon	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MF
evm.model.HIC_ASM_2.91_Akon	GO:0004497	monooxygenase activity	MF
evm.model.HIC_ASM_2.91_Akon	GO:0005506	iron ion binding	MF
evm.model.HIC_ASM_2.91_Akon	GO:0020037	heme binding	MF
evm.model.HIC_ASM_2.92_Akon	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MF
evm.model.HIC_ASM_2.92_Akon	GO:0004497	monooxygenase activity	MF
evm.model.HIC_ASM_2.92_Akon	GO:0005506	iron ion binding	MF
evm.model.HIC_ASM_2.92_Akon	GO:0020037	heme binding	MF
evm.model.HIC_ASM_1.2156_Akon	GO:0006096	glycolytic process	BP
evm.model.HIC_ASM_1.2156_Akon	GO:0004332	fructose-bisphosphate aldolase activity	MF
evm.model.CTG_6848.5.1_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_6848.5.1_Akon	GO:0004713	protein tyrosine kinase activity	MF
evm.model.CTG_13925.6_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_13925.6_Akon	GO:0004713	protein tyrosine kinase activity	MF
evm.model.HIC_ASM_11.1934_Akon	GO:0005509	calcium ion binding	MF
evm.model.HIC_ASM_4.2924_Akon	GO:0022857	transmembrane transporter activity	MF
evm.model.HIC_ASM_4.2924_Akon	GO:0008643	carbohydrate transport	BP
evm.model.HIC_ASM_4.2924_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.7252_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_10.7252_Akon	GO:0004674	protein serine/threonine kinase activity	MF
evm.model.HIC_ASM_11.136_Akon	GO:0071569	protein ufmylation	BP
evm.model.HIC_ASM_3.3056_Akon	GO:0016740	transferase activity	MF
evm.model.CTG_6456.9_Akon	GO:0006096	glycolytic process	BP
evm.model.CTG_6456.9_Akon	GO:0004332	fructose-bisphosphate aldolase activity	MF
evm.model.CTG_9393.4_Akon	GO:0003677	DNA binding	MF
evm.model.CTG_9393.4_Akon	GO:0005524	ATP binding	MF
evm.model.CTG_9393.4_Akon	GO:0032508	DNA duplex unwinding	BP
evm.model.CTG_1897_2.5_Akon	GO:0006006	glucose metabolic process	BP
evm.model.CTG_1897_2.5_Akon	GO:0050661	NADP binding	MF
evm.model.CTG_1897_2.5_Akon	GO:0051287	NAD binding	MF
evm.model.CTG_1897_2.5_Akon	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	MF
evm.model.CTG_9759.1.1_Akon	GO:0005739	mitochondrion	CC
evm.model.CTG_9759.1.1_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_4.10932.1_Akon	GO:0005739	mitochondrion	CC
evm.model.HIC_ASM_4.10932.1_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_5.2468_Akon	GO:0008649	rRNA methyltransferase activity	MF
evm.model.HIC_ASM_5.2468_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_5.2468_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_5.2468_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_12.5169_Akon	GO:0016787	hydrolase activity	MF
evm.model.CTG_14561.9_Akon	GO:0045454	cell redox homeostasis	BP
evm.model.CTG_14561.9_Akon	GO:0006662	glycerol ether metabolic process	BP
evm.model.CTG_14561.9_Akon	GO:0015035	protein disulfide oxidoreductase activity	MF
evm.model.HIC_ASM_2.167_Akon	GO:0032955	regulation of division septum assembly	BP
evm.model.HIC_ASM_2.167_Akon	GO:0051301	cell division	BP
evm.model.HIC_ASM_4.13149_Akon	GO:0044877	protein-containing complex binding	MF
evm.model.HIC_ASM_4.13149_Akon	GO:0005856	cytoskeleton	CC
evm.model.HIC_ASM_4.13149_Akon	GO:0007015	actin filament organization	BP
evm.model.HIC_ASM_4.13149_Akon	GO:0031209	SCAR complex	CC
evm.model.HIC_ASM_11.1926_Akon	GO:0009507	chloroplast	CC
evm.model.HIC_ASM_11.1926_Akon	GO:0004324	ferredoxin-NADP+ reductase activity	MF
evm.model.HIC_ASM_7.5317_Akon	GO:0003690	double-stranded DNA binding	MF
evm.model.HIC_ASM_7.5317_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_7.5317_Akon	GO:0006353	DNA-templated transcription, termination	BP
evm.model.CTG_6598.4_Akon	GO:0003690	double-stranded DNA binding	MF
evm.model.CTG_6598.4_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.CTG_6598.4_Akon	GO:0006353	DNA-templated transcription, termination	BP
evm.model.HIC_ASM_7.4790_Akon	GO:0003690	double-stranded DNA binding	MF
evm.model.HIC_ASM_7.4790_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_7.4790_Akon	GO:0006353	DNA-templated transcription, termination	BP
evm.model.CTG_18199.4.2_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_18199.4.2_Akon	GO:0004462	lactoylglutathione lyase activity	MF
evm.model.HIC_ASM_0.4842_Akon	GO:0009733	response to auxin	BP
evm.model.CTG_19285.4_Akon	GO:0003723	RNA binding	MF
evm.model.CTG_19285.4_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_7.7335_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_7.7335_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_5.1226_Akon	GO:0006865	amino acid transport	BP
evm.model.HIC_ASM_5.1226_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_5.1226_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.1226_Akon	GO:0015293	symporter activity	MF
evm.model.HIC_ASM_4.7442_Akon	GO:0015293	symporter activity	MF
evm.model.HIC_ASM_4.7442_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_4.7442_Akon	GO:0006865	amino acid transport	BP
evm.model.HIC_ASM_4.7442_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_4.638_Akon	GO:0008168	methyltransferase activity	MF
evm.model.HIC_ASM_4.638_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_4.638_Akon	GO:0046982	protein heterodimerization activity	MF
evm.model.HIC_ASM_9.9551_Akon	GO:0006457	protein folding	BP
evm.model.HIC_ASM_9.9551_Akon	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	MF
evm.model.CTG_1225.13_Akon	GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	MF
evm.model.CTG_1225.13_Akon	GO:0006506	GPI anchor biosynthetic process	BP
evm.model.CTG_1225.13_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_5.9325_Akon	GO:0009055	electron transfer activity	MF
evm.model.HIC_ASM_5.9290_Akon	GO:0009055	electron transfer activity	MF
evm.model.CTG_5063.5_Akon	GO:0006464	cellular protein modification process	BP
evm.model.CTG_5063.5_Akon	GO:0005768	endosome	CC
evm.model.CTG_5063.5_Akon	GO:0015031	protein transport	BP
evm.model.HIC_ASM_6.7401_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_1.10131_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_1.10131_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_1.10131_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_2.6420_Akon	GO:0004497	monooxygenase activity	MF
evm.model.HIC_ASM_2.6420_Akon	GO:0005506	iron ion binding	MF
evm.model.HIC_ASM_2.6420_Akon	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	MF
evm.model.HIC_ASM_2.6420_Akon	GO:0020037	heme binding	MF
evm.model.HIC_ASM_8.4780_Akon	GO:0061631	ubiquitin conjugating enzyme activity	MF
evm.model.HIC_ASM_8.4780_Akon	GO:0016746	transferase activity, transferring acyl groups	MF
evm.model.HIC_ASM_8.4780_Akon	GO:0005829	cytosol	CC
evm.model.HIC_ASM_8.4780_Akon	GO:0006511	ubiquitin-dependent protein catabolic process	BP
evm.model.HIC_ASM_8.4780_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_8.4780_Akon	GO:0016874	ligase activity	MF
evm.model.HIC_ASM_5.11277_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_5.11277_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_6.1980_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_6.1980_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_6.5558_Akon	GO:0071569	protein ufmylation	BP
evm.model.CTG_5429.8_Akon	GO:0008967	phosphoglycolate phosphatase activity	MF
evm.model.HIC_ASM_5.8562_Akon	GO:0016787	hydrolase activity	MF
evm.model.HIC_ASM_6.9245_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.9245_Akon	GO:0015293	symporter activity	MF
evm.model.HIC_ASM_6.9245_Akon	GO:0009734	auxin-activated signaling pathway	BP
evm.model.HIC_ASM_6.9245_Akon	GO:0006865	amino acid transport	BP
evm.model.HIC_ASM_5.10255_Akon	GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	MF
evm.model.HIC_ASM_5.10255_Akon	GO:0006694	steroid biosynthetic process	BP
evm.model.HIC_ASM_10.1573_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_10.1573_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.1573_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_10.1587_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_10.1587_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.1587_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_10.1578_Akon	GO:0004672	protein kinase activity	MF
evm.model.HIC_ASM_10.1578_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_10.1578_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_12.90_Akon	GO:0005509	calcium ion binding	MF
evm.model.CTG_8135_1.6_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_0.4959_Akon	GO:0007017	microtubule-based process	BP
evm.model.HIC_ASM_0.4959_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_0.4959_Akon	GO:0005874	microtubule	CC
evm.model.HIC_ASM_0.4959_Akon	GO:0005200	structural constituent of cytoskeleton	MF
evm.model.HIC_ASM_0.4959_Akon	GO:0003924	GTPase activity	MF
evm.model.HIC_ASM_5.11369_Akon	GO:0003924	GTPase activity	MF
evm.model.HIC_ASM_5.11369_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_5.11345.1_Akon	GO:0003924	GTPase activity	MF
evm.model.HIC_ASM_5.11345.1_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_4.12534_Akon	GO:0005509	calcium ion binding	MF
evm.model.HIC_ASM_4.12534_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_3.2215_Akon	GO:0016853	isomerase activity	MF
evm.model.HIC_ASM_3.2215_Akon	GO:0003723	RNA binding	MF
evm.model.HIC_ASM_11.1902_Akon	GO:0004535	poly(A)-specific ribonuclease activity	MF
evm.model.HIC_ASM_11.1902_Akon	GO:0030014	CCR4-NOT complex	CC
evm.model.HIC_ASM_11.1902_Akon	GO:0003676	nucleic acid binding	MF
evm.model.HIC_ASM_5.11847_Akon	GO:0005509	calcium ion binding	MF
evm.model.HIC_ASM_1.1026_Akon	GO:0004252	serine-type endopeptidase activity	MF
evm.model.HIC_ASM_6.462_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.462_Akon	GO:0009607	response to biotic stimulus	BP
evm.model.HIC_ASM_6.462_Akon	GO:0006952	defense response	BP
evm.model.HIC_ASM_6.462_Akon	GO:0005516	calmodulin binding	MF
evm.model.CTG_11566.4_Akon	GO:0004017	adenylate kinase activity	MF
evm.model.CTG_11566.4_Akon	GO:0005634	nucleus	CC
evm.model.CTG_11566.4_Akon	GO:0016887	ATPase activity	MF
evm.model.CTG_11566.4_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_9.8921_Akon	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	BP
evm.model.HIC_ASM_9.8921_Akon	GO:0019901	protein kinase binding	MF
evm.model.HIC_ASM_10.1318_Akon	GO:0047840	dCTP diphosphatase activity	MF
evm.model.HIC_ASM_10.1318_Akon	GO:0005829	cytosol	CC
evm.model.HIC_ASM_10.1318_Akon	GO:0000287	magnesium ion binding	MF
evm.model.HIC_ASM_10.1318_Akon	GO:0006253	dCTP catabolic process	BP
evm.model.HIC_ASM_10.1318_Akon	GO:0042262	DNA protection	BP
evm.model.HIC_ASM_6.112_Akon	GO:0042545	cell wall modification	BP
evm.model.HIC_ASM_6.112_Akon	GO:0030599	pectinesterase activity	MF
evm.model.HIC_ASM_6.112_Akon	GO:0004857	enzyme inhibitor activity	MF
evm.model.HIC_ASM_6.112_Akon	GO:0045490	pectin catabolic process	BP
evm.model.HIC_ASM_6.112_Akon	GO:0005618	cell wall	CC
evm.model.HIC_ASM_6.112_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.112_Akon	GO:0005576	extracellular region	CC
evm.model.HIC_ASM_6.112_Akon	GO:0045330	aspartyl esterase activity	MF
evm.model.HIC_ASM_6.6787_Akon	GO:0042545	cell wall modification	BP
evm.model.HIC_ASM_6.6787_Akon	GO:0030599	pectinesterase activity	MF
evm.model.HIC_ASM_6.6787_Akon	GO:0004857	enzyme inhibitor activity	MF
evm.model.HIC_ASM_6.6787_Akon	GO:0045490	pectin catabolic process	BP
evm.model.HIC_ASM_6.6787_Akon	GO:0005618	cell wall	CC
evm.model.HIC_ASM_6.6787_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_6.6787_Akon	GO:0005576	extracellular region	CC
evm.model.HIC_ASM_6.6787_Akon	GO:0045330	aspartyl esterase activity	MF
evm.model.HIC_ASM_5.10042_Akon	GO:0003924	GTPase activity	MF
evm.model.HIC_ASM_5.10042_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_5.10042_Akon	GO:0007264	small GTPase mediated signal transduction	BP
evm.model.HIC_ASM_5.11719_Akon	GO:0003899	DNA-directed 5'-3' RNA polymerase activity	MF
evm.model.CTG_19650.2_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_19650.2_Akon	GO:0046983	protein dimerization activity	MF
evm.model.HIC_ASM_10.1719_Akon	GO:0007017	microtubule-based process	BP
evm.model.HIC_ASM_10.1719_Akon	GO:0003924	GTPase activity	MF
evm.model.HIC_ASM_10.1719_Akon	GO:0005874	microtubule	CC
evm.model.HIC_ASM_10.1719_Akon	GO:0005525	GTP binding	MF
evm.model.HIC_ASM_10.1719_Akon	GO:0005200	structural constituent of cytoskeleton	MF
evm.model.CTG_11732.3_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_8.545_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_8.545_Akon	GO:0005874	microtubule	CC
evm.model.HIC_ASM_8.545_Akon	GO:0007017	microtubule-based process	BP
evm.model.HIC_ASM_8.545_Akon	GO:0003774	motor activity	MF
evm.model.HIC_ASM_8.545_Akon	GO:0030286	dynein complex	CC
evm.model.HIC_ASM_8.6979_Akon	GO:0009055	electron transfer activity	MF
evm.model.HIC_ASM_0.6522_Akon	GO:0009055	electron transfer activity	MF
evm.model.CTG_7580.19_evm.model.CTG_7580.16_Akon	GO:0046872	metal ion binding	MF
evm.model.CTG_7580.19_evm.model.CTG_7580.16_Akon	GO:0006355	regulation of transcription, DNA-templated	BP
evm.model.HIC_ASM_12.2103_Akon	GO:0006412	translation	BP
evm.model.HIC_ASM_12.2103_Akon	GO:0005840	ribosome	CC
evm.model.HIC_ASM_12.2103_Akon	GO:0003735	structural constituent of ribosome	MF
evm.model.HIC_ASM_9.614_Akon	GO:0003746	translation elongation factor activity	MF
evm.model.HIC_ASM_9.614_Akon	GO:0003743	translation initiation factor activity	MF
evm.model.HIC_ASM_9.614_Akon	GO:0043022	ribosome binding	MF
evm.model.HIC_ASM_9.614_Akon	GO:0045901	positive regulation of translational elongation	BP
evm.model.HIC_ASM_9.614_Akon	GO:0045905	positive regulation of translational termination	BP
evm.model.HIC_ASM_9.10138_Akon	GO:0003677	DNA binding	MF
evm.model.HIC_ASM_9.10138_Akon	GO:0006952	defense response	BP
evm.model.HIC_ASM_9.10138_Akon	GO:0003700	DNA-binding transcription factor activity	MF
evm.model.HIC_ASM_9.10138_Akon	GO:0005634	nucleus	CC
evm.model.CTG_5762.1_Akon	GO:0016491	oxidoreductase activity	MF
evm.model.CTG_5762.1_Akon	GO:0005507	copper ion binding	MF
evm.model.HIC_ASM_1.183_Akon	GO:0005737	cytoplasm	CC
evm.model.HIC_ASM_1.183_Akon	GO:0008270	zinc ion binding	MF
evm.model.HIC_ASM_1.183_Akon	GO:0006511	ubiquitin-dependent protein catabolic process	BP
evm.model.HIC_ASM_1.183_Akon	GO:0016740	transferase activity	MF
evm.model.HIC_ASM_1.183_Akon	GO:0007275	multicellular organism development	BP
evm.model.HIC_ASM_1.183_Akon	GO:0016567	protein ubiquitination	BP
evm.model.HIC_ASM_10.1254_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_17344.3_Akon	GO:0098869	cellular oxidant detoxification	BP
evm.model.CTG_13269.7_Akon	GO:0016874	ligase activity	MF
evm.model.HIC_ASM_12.5116_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_12.5116_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_12.5116_Akon	GO:0120029	proton export across plasma membrane	BP
evm.model.HIC_ASM_12.5116_Akon	GO:0008553	proton-exporting ATPase activity, phosphorylative mechanism	MF
evm.model.HIC_ASM_12.5116_Akon	GO:0005886	plasma membrane	CC
evm.model.CTG_18640.5_Akon	GO:0005634	nucleus	CC
evm.model.HIC_ASM_2.7081_Akon	GO:0008168	methyltransferase activity	MF
evm.model.HIC_ASM_2.7081_Akon	GO:0016021	integral component of membrane	CC
evm.model.HIC_ASM_2.7081_Akon	GO:0032259	methylation	BP
evm.model.HIC_ASM_3.64_Akon	GO:0003700	DNA-binding transcription factor activity	MF
evm.model.HIC_ASM_2.5959_Akon	GO:0005524	ATP binding	MF
evm.model.HIC_ASM_2.5959_Akon	GO:0080167	response to karrikin	BP
evm.model.HIC_ASM_9.797_Akon	GO:0008083	growth factor activity	MF
evm.model.HIC_ASM_9.797_Akon	GO:0008283	cell population proliferation	BP
evm.model.HIC_ASM_9.797_Akon	GO:0007275	multicellular organism development	BP
evm.model.HIC_ASM_9.797_Akon	GO:0030154	cell differentiation	BP
evm.model.HIC_ASM_9.797_Akon	GO:0005576	extracellular region	CC
evm.model.CTG_4354.5_Akon	GO:0016021	integral component of membrane	CC
evm.model.CTG_4354.5_Akon	GO:0046873	metal ion transmembrane transporter activity	MF
